slug,name,ascii_name,province,province_name,latitude,longitude,population,feature_class,feature_code
metro-vancouver-regional-district-bc,Metro Vancouver Regional District,Metro Vancouver Regional District,BC,British Columbia,49.33296,-123.00264,3108926,A,ADM2
toronto-on,Toronto,Toronto,ON,Ontario,43.70643,-79.39864,2794356,P,PPLA
montreal-qc,Montréal,Montreal,QC,Quebec,45.50008,-73.68248,2004265,A,ADM2
monteregie-qc,Montérégie,Monteregie,QC,Quebec,45.38338,-73.09915,1507070,A,ADM2
calgary-ab,Calgary,Calgary,AB,Alberta,51.05011,-114.08529,1306784,P,PPL
peel-on,Peel,Peel,ON,Ontario,43.75011,-79.78293,1296814,A,ADM2
york-on,York,York,ON,Ontario,44.00011,-79.46632,1032524,A,ADM2
ottawa-on,Ottawa,Ottawa,ON,Ontario,45.41117,-75.69812,1017449,P,PPLC
edmonton-ab,Edmonton,Edmonton,AB,Alberta,53.55014,-113.46871,1010899,P,PPLA
winnipeg-mb,Winnipeg,Winnipeg,MB,Manitoba,49.8844,-97.14704,749607,P,PPLA
mississauga-on,Mississauga,Mississauga,ON,Ontario,43.5789,-79.6583,717961,P,PPL
toronto-county-on,Toronto county,Toronto county,ON,Ontario,43.69655,-79.42909,670000,A,ADM2
vancouver-bc,Vancouver,Vancouver,BC,British Columbia,49.24966,-123.11934,662248,P,PPL
brampton-on,Brampton,Brampton,ON,Ontario,43.68341,-79.76633,656480,P,PPL
north-york-on,North York,North York,ON,Ontario,43.76681,-79.4163,636000,A,ADM3
durham-on,Durham,Durham,ON,Ontario,44.20012,-78.99957,608124,A,ADM2
scarborough-on,Scarborough,Scarborough,ON,Ontario,43.77223,-79.25666,600000,A,ADM3
hamilton-on,Hamilton,Hamilton,ON,Ontario,43.25011,-79.84963,569353,P,PPL
surrey-bc,Surrey,Surrey,BC,British Columbia,49.10635,-122.82509,568322,P,PPL
quebec-qc,Québec,Quebec,QC,Quebec,46.81228,-71.21454,531902,P,PPLA
halton-on,Halton,Halton,ON,Ontario,43.50011,-79.88294,500000,A,ADM2
lanaudiere-qc,Lanaudière,Lanaudiere,QC,Quebec,46.76678,-73.83248,494796,A,ADM2
halifax-ns,Halifax,Halifax,NS,Nova Scotia,44.64269,-63.57688,471559,P,PPLA
laval-qc,Laval,Laval,QC,Quebec,45.58338,-73.74918,443893,A,ADM2
halifax-regional-municipality-ns,Halifax Regional Municipality,Halifax Regional Municipality,NS,Nova Scotia,44.86685,-63.71541,439819,A,ADM2
chaudiere-appalaches-qc,Chaudière-Appalaches,Chaudiere-Appalaches,QC,Quebec,46.555,-70.8308,433312,A,ADM2
london-on,London,London,ON,Ontario,42.98339,-81.23304,422324,P,PPL
outaouais-qc,Outaouais,Outaouais,QC,Quebec,46.26681,-76.31606,405158,A,ADM2
etobicoke-on,Etobicoke,Etobicoke,ON,Ontario,43.64415,-79.56985,365000,P,PPL
markham-on,Markham,Markham,ON,Ontario,43.86682,-79.2663,338503,P,PPL
vaughan-on,Vaughan,Vaughan,ON,Ontario,43.8361,-79.49827,323103,P,PPL
gatineau-qc,Gatineau,Gatineau,QC,Quebec,45.47723,-75.70164,300045,P,PPL
victoria-bc,Victoria,Victoria,BC,British Columbia,48.4359,-123.35155,289625,P,PPLA
fraser-valley-regional-district-bc,Fraser Valley Regional District,Fraser Valley Regional District,BC,British Columbia,49.58299,-121.83587,277000,A,ADM2
saskatoon-sk,Saskatoon,Saskatoon,SK,Saskatchewan,52.13238,-106.66892,266141,P,PPL
mauricie-qc,Mauricie,Mauricie,QC,Quebec,47.55009,-73.41583,266112,A,ADM2
kitchener-on,Kitchener,Kitchener,ON,Ontario,43.42537,-80.5112,256885,P,PPLA2
burnaby-bc,Burnaby,Burnaby,BC,British Columbia,49.26636,-122.95263,249125,P,PPLA3
centre-du-quebec-qc,Centre-du-Québec,Centre-du-Quebec,QC,Quebec,46.01985,-71.98242,234000,A,ADM2
windsor-on,Windsor,Windsor,ON,Ontario,42.30008,-83.01654,229660,P,PPL
longueuil-qc,Longueuil,Longueuil,QC,Quebec,45.5152,-73.46818,229330,P,PPLA2
regina-sk,Regina,Regina,SK,Saskatchewan,50.45008,-104.6178,226404,P,PPLA
oakville-on,Oakville,Oakville,ON,Ontario,43.45011,-79.68292,213759,P,PPL
richmond-bc,Richmond,Richmond,BC,British Columbia,49.17003,-123.13683,209937,P,PPL
richmond-hill-on,Richmond Hill,Richmond Hill,ON,Ontario,43.87111,-79.43725,202022,P,PPL
bas-saint-laurent-qc,Bas-Saint-Laurent,Bas-Saint-Laurent,QC,Quebec,48.0503,-68.02266,199039,A,ADM2
burlington-on,Burlington,Burlington,ON,Ontario,43.38621,-79.83713,186948,P,PPL
nepean-on,Nepean,Nepean,ON,Ontario,45.33619,-75.7225,180000,P,PPL
oshawa-on,Oshawa,Oshawa,ON,Ontario,43.90012,-78.84957,175383,P,PPL
greater-sudbury-on,Greater Sudbury,Greater Sudbury,ON,Ontario,46.49,-80.99001,166004,P,PPLA3
newton-bc,Newton,Newton,BC,British Columbia,49.13333,-122.85,159390,P,PPLX
gloucester-on,Gloucester,Gloucester,ON,Ontario,45.35,-75.63333,150012,P,PPL
saguenay-qc,Saguenay,Saguenay,QC,Quebec,48.41675,-71.06573,148886,P,PPL
coquitlam-bc,Coquitlam,Coquitlam,BC,British Columbia,49.2846,-122.78217,148625,P,PPLA3
barrie-on,Barrie,Barrie,ON,Ontario,44.40011,-79.66634,147829,P,PPL
abitibi-temiscamingue-qc,Abitibi-Témiscamingue,Abitibi-Temiscamingue,QC,Quebec,48.10018,-77.7828,147082,A,ADM2
cape-breton-county-ns,Cape Breton County,Cape Breton County,NS,Nova Scotia,46.00014,-60.31516,147000,A,ADM2
rosemont-la-petite-patrie-qc,Rosemont–La Petite-Patrie,Rosemont-La Petite-Patrie,QC,Quebec,45.53661,-73.60686,146501,P,PPLA4
villeray-saint-michel-parc-extension-qc,Villeray–Saint-Michel–Parc-Extension,Villeray-Saint-Michel-Parc-Extension,QC,Quebec,45.55869,-73.60535,144814,P,PPLA4
kelowna-bc,Kelowna,Kelowna,BC,British Columbia,49.88307,-119.48568,144576,P,PPL
trois-rivieres-qc,Trois-Rivières,Trois-Rivieres,QC,Quebec,46.34515,-72.5477,144472,P,PPL
guelph-on,Guelph,Guelph,ON,Ontario,43.54594,-80.25599,143740,P,PPL
thompson-nicola-regional-district-bc,Thompson-Nicola Regional District,Thompson-Nicola Regional District,BC,British Columbia,50.99981,-120.50252,143680,A,ADM2
levis-qc,Lévis,Levis,QC,Quebec,46.80326,-71.17793,143414,P,PPL
mercier-hochelaga-maisonneuve-qc,Mercier–Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,QC,Quebec,45.57194,-73.54626,142753,P,PPLA4
abbotsford-bc,Abbotsford,Abbotsford,BC,British Columbia,49.05798,-122.25257,141397,P,PPL
whitby-on,Whitby,Whitby,ON,Ontario,43.88342,-78.93287,138501,P,PPL
st-catharines-on,St. Catharines,St. Catharines,ON,Ontario,43.17126,-79.24267,136803,P,PPL
ahuntsic-cartierville-qc,Ahuntsic-Cartierville,Ahuntsic-Cartierville,QC,Quebec,45.56667,-73.66667,135336,P,PPLX
le-vieux-longueuil-qc,Le Vieux-Longueuil,Le Vieux-Longueuil,QC,Quebec,45.53721,-73.50773,135218,P,PPLX
milton-on,Milton,Milton,ON,Ontario,43.51681,-79.88294,132979,P,PPLA2
langley-bc,Langley,Langley,BC,British Columbia,49.10107,-122.65883,132603,P,PPL
kingston-on,Kingston,Kingston,ON,Ontario,44.22976,-76.48098,132485,P,PPL
cambridge-on,Cambridge,Cambridge,ON,Ontario,43.3601,-80.31269,129920,P,PPL
sherbrooke-qc,Sherbrooke,Sherbrooke,QC,Quebec,45.40008,-71.89908,129447,P,PPL
orleans-on,Orléans,Orleans,ON,Ontario,45.45732,-75.50433,125937,P,PPL
ottawa-south-on,Ottawa South,Ottawa South,ON,Ontario,45.3921,-75.68725,125090,P,PPL
saint-louis-de-terrebonne-qc,Saint-Louis-de-Terrebonne,Saint-Louis-de-Terrebonne,QC,Quebec,45.70198,-73.78669,119944,P,PPL
ajax-on,Ajax,Ajax,ON,Ontario,43.85012,-79.03288,119677,P,PPL
saanich-bc,Saanich,Saanich,BC,British Columbia,48.54964,-123.36931,117735,P,PPL
east-york-on,East York,East York,ON,Ontario,43.69053,-79.32794,115365,A,ADM3
thornhill-on,Thornhill,Thornhill,ON,Ontario,43.815,-79.4242,115292,P,PPL
riviere-des-prairies-pointe-aux-trembles-qc,Rivière-des-Prairies–Pointe-aux-Trembles,Riviere-des-Prairies-Pointe-aux-Trembles,QC,Quebec,45.64064,-73.58463,113868,P,PPLA4
algoma-on,Algoma,Algoma,ON,Ontario,47.88364,-84.42406,113777,A,ADM2
terrebonne-qc,Terrebonne,Terrebonne,QC,Quebec,45.70004,-73.64732,111575,P,PPL
sainte-foy-qc,Sainte-Foy,Sainte-Foy,QC,Quebec,46.78139,-71.29217,111300,P,PPLX
st-john-s-nl,St. John's,St. John's,NL,Newfoundland and Labrador,47.56494,-52.70931,110525,P,PPLA
thunder-bay-on,Thunder Bay,Thunder Bay,ON,Ontario,48.38202,-89.25018,108843,P,PPL
chatham-kent-on,Chatham-Kent,Chatham-Kent,ON,Ontario,42.40009,-82.1831,108589,A,ADM2
la-cite-limoilou-qc,La Cité-Limoilou,La Cite-Limoilou,QC,Quebec,46.82894,-71.22641,108415,P,PPLX
regional-district-of-central-okanagan-bc,Regional District of Central Okanagan,Regional District of Central Okanagan,BC,British Columbia,49.99978,-119.41908,106707,A,ADM2
sydney-ns,Sydney,Sydney,NS,Nova Scotia,46.1351,-60.1831,105968,P,PPL
le-plateau-mont-royal-qc,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,QC,Quebec,45.52833,-73.58081,105813,P,PPLA4
waterloo-on,Waterloo,Waterloo,ON,Ontario,43.4668,-80.51639,104986,P,PPL
ville-marie-qc,Ville-Marie,Ville-Marie,QC,Quebec,45.49899,-73.57046,104944,P,PPLA4
brantford-on,Brantford,Brantford,ON,Ontario,43.1334,-80.26636,104688,P,PPL
kamloops-bc,Kamloops,Kamloops,BC,British Columbia,50.66648,-120.3192,104460,P,PPL
lethbridge-ab,Lethbridge,Lethbridge,AB,Alberta,49.69999,-112.81856,103197,P,PPL
whalley-bc,Whalley,Whalley,BC,British Columbia,49.17917,-122.86667,102555,P,PPLX
delta-bc,Delta,Delta,BC,British Columbia,49.08917,-123.05322,101668,P,PPL
chilliwack-bc,Chilliwack,Chilliwack,BC,British Columbia,49.16638,-121.95257,101491,P,PPLA2
dartmouth-ns,Dartmouth,Dartmouth,NS,Nova Scotia,44.67134,-63.57719,101343,P,PPL
red-deer-ab,Red Deer,Red Deer,AB,Alberta,52.26682,-113.802,100844,P,PPL
niagara-falls-on,Niagara Falls,Niagara Falls,ON,Ontario,43.10012,-79.06627,99818,P,PPL
saint-laurent-qc,Saint-Laurent,Saint-Laurent,QC,Quebec,45.50008,-73.66585,98828,P,PPLX
saint-jean-sur-richelieu-qc,Saint-Jean-sur-Richelieu,Saint-Jean-sur-Richelieu,QC,Quebec,45.30713,-73.26259,98036,P,PPL
regional-district-of-fraser-fort-george-bc,Regional District of Fraser-Fort George,Regional District of Fraser-Fort George,BC,British Columbia,53.69993,-121.25281,94506,A,ADM2
chomedey-qc,Chomedey,Chomedey,QC,Quebec,45.53333,-73.75,94030,P,PPLX
pickering-on,Pickering,Pickering,ON,Ontario,43.90012,-79.13289,91771,P,PPL
newmarket-on,Newmarket,Newmarket,ON,Ontario,44.05011,-79.46631,91034,P,PPL
nanaimo-bc,Nanaimo,Nanaimo,BC,British Columbia,49.16638,-123.94003,90504,P,PPL
regional-district-of-okanagan-similkameen-bc,Regional District of Okanagan-Similkameen,Regional District of Okanagan-Similkameen,BC,British Columbia,49.41647,-120.00245,90178,A,ADM2
airdrie-ab,Airdrie,Airdrie,AB,Alberta,51.30011,-114.03528,90044,P,PPL
kanata-on,Kanata,Kanata,ON,Ontario,45.3001,-75.91606,90000,P,PPL
gaspesie-iles-de-la-madeleine-qc,Gaspésie-Îles-de-la-Madeleine,Gaspesie-Iles-de-la-Madeleine,QC,Quebec,48.87555,-65.4071,89342,A,ADM2
cowichan-valley-regional-district-bc,Cowichan Valley Regional District,Cowichan Valley Regional District,BC,British Columbia,48.83292,-124.21941,89013,A,ADM2
cote-nord-qc,Côte-Nord,Cote-Nord,QC,Quebec,50.86683,-65.81541,88525,A,ADM2
la-haute-saint-charles-qc,La Haute-Saint-Charles,La Haute-Saint-Charles,QC,Quebec,46.89028,-71.37222,88460,P,PPLX
north-vancouver-bc,North Vancouver,North Vancouver,BC,British Columbia,49.31636,-123.06934,88168,P,PPL
montreal-nord-qc,Montréal-Nord,Montreal-Nord,QC,Quebec,45.6016,-73.63063,86857,P,PPLA4
le-sud-ouest-qc,Le Sud-Ouest,Le Sud-Ouest,QC,Quebec,45.47187,-73.58986,86347,P,PPLA4
moncton-nb,Moncton,Moncton,NB,New Brunswick,46.09454,-64.7965,86106,P,PPL
peterborough-on,Peterborough,Peterborough,ON,Ontario,44.30012,-78.31623,85807,P,PPL
repentigny-qc,Repentigny,Repentigny,QC,Quebec,45.74222,-73.45008,84965,P,PPL
clarington-on,Clarington,Clarington,ON,Ontario,43.99482,-78.67486,84548,A,ADM3
charlesbourg-qc,Charlesbourg,Charlesbourg,QC,Quebec,46.899,-71.305,82870,P,PPLX
saint-hubert-qc,Saint-Hubert,Saint-Hubert,QC,Quebec,45.50008,-73.41583,82548,P,PPLX
wood-buffalo-ab,Wood Buffalo,Wood Buffalo,AB,Alberta,57.66443,-112.00693,82400,A,ADM2
maple-ridge-bc,Maple Ridge,Maple Ridge,BC,British Columbia,49.21939,-122.60193,82256,P,PPL
beauport-qc,Beauport,Beauport,QC,Quebec,46.85884,-71.19201,81425,P,PPLX
east-hastings-bc,East Hastings,East Hastings,BC,British Columbia,49.27169,-123.06186,80740,P,PPLX
saint-leonard-qc,Saint-Léonard,Saint-Leonard,QC,Quebec,45.58773,-73.59501,79495,P,PPLX
willowdale-on,Willowdale,Willowdale,ON,Ontario,43.76672,-79.39909,79440,P,PPLL
prince-george-bc,Prince George,Prince George,BC,British Columbia,53.9166,-122.75301,78943,P,PPL
new-westminster-bc,New Westminster,New Westminster,BC,British Columbia,49.20678,-122.91092,78916,P,PPL
south-surrey-bc,South Surrey,South Surrey,BC,British Columbia,49.05,-122.79167,77170,P,PPLX
les-rivieres-qc,Les Rivières,Les Rivieres,QC,Quebec,46.81847,-71.272,77000,P,PPLX
caledon-on,Caledon,Caledon,ON,Ontario,43.86544,-79.99322,76581,P,PPL
stoney-creek-on,Stoney Creek,Stoney Creek,ON,Ontario,43.21681,-79.76633,76382,P,PPL
kawartha-lakes-on,Kawartha Lakes,Kawartha Lakes,ON,Ontario,44.58342,-78.83288,74561,A,ADM2
cloverdale-bc,Cloverdale,Cloverdale,BC,British Columbia,49.10797,-122.7276,73355,P,PPLX
pierrefonds-roxboro-qc,Pierrefonds-Roxboro,Pierrefonds-Roxboro,QC,Quebec,45.5019,-73.8417,73194,P,PPLA4
nutana-sector-sk,Nutana Sector,Nutana Sector,SK,Saskatchewan,52.09998,-106.63709,72564,P,PPLX
sarnia-on,Sarnia,Sarnia,ON,Ontario,42.97866,-82.40407,72125,P,PPL
sault-ste-marie-on,Sault Ste. Marie,Sault Ste. Marie,ON,Ontario,46.51677,-84.33325,72051,P,PPLA2
saint-john-nb,Saint John,Saint John,NB,New Brunswick,45.27076,-66.05616,71808,P,PPL
sherwood-park-ab,Sherwood Park,Sherwood Park,AB,Alberta,53.51684,-113.3187,70618,P,PPL
grande-prairie-ab,Grande Prairie,Grande Prairie,AB,Alberta,55.16667,-118.80271,70385,P,PPL
confederation-sk,Confederation,Confederation,SK,Saskatchewan,52.13912,-106.70356,70192,P,PPLX
capitale-nationale-qc,Capitale-Nationale,Capitale-Nationale,QC,Quebec,47.376,-71.12337,70000,A,ADM2
brossard-qc,Brossard,Brossard,QC,Quebec,45.45008,-73.46583,69575,P,PPL
verdun-qc,Verdun,Verdun,QC,Quebec,45.46005,-73.57058,69229,P,PPLX
chicoutimi-qc,Chicoutimi,Chicoutimi,QC,Quebec,48.41963,-71.06369,69004,P,PPLX
notre-dame-de-grace-qc,Notre-Dame-de-Grâce,Notre-Dame-de-Grace,QC,Quebec,45.47675,-73.61432,68152,P,PPLX
fort-mcmurray-ab,Fort McMurray,Fort McMurray,AB,Alberta,56.72676,-111.38103,66573,P,PPL
granby-qc,Granby,Granby,QC,Quebec,45.40008,-72.73243,66222,P,PPL
waterfront-communities-the-island-on,Waterfront Communities-The Island,Waterfront Communities-The Island,ON,Ontario,43.63388,-79.3772,65913,P,PPLX
regional-district-of-east-kootenay-bc,Regional District of East Kootenay,Regional District of East Kootenay,BC,British Columbia,49.91664,-115.75209,65896,A,ADM2
fleetwood-bc,Fleetwood,Fleetwood,BC,British Columbia,49.16667,-122.8,65565,P,PPL
fort-garry-south-mb,Fort Garry South,Fort Garry South,MB,Manitoba,49.79225,-97.16359,65420,P,PPLX
guildford-bc,Guildford,Guildford,BC,British Columbia,49.19167,-122.8,64985,P,PPLX
hull-qc,Hull,Hull,QC,Quebec,45.42761,-75.71056,63702,P,PPLX
medicine-hat-ab,Medicine Hat,Medicine Hat,AB,Alberta,50.03928,-110.67661,63138,P,PPL
fredericton-nb,Fredericton,Fredericton,NB,New Brunswick,45.94541,-66.66558,63116,P,PPLA
halton-hills-on,Halton Hills,Halton Hills,ON,Ontario,43.6403,-79.93146,62951,P,PPL
cariboo-regional-district-bc,Cariboo Regional District,Cariboo Regional District,BC,British Columbia,52.33313,-123.16961,62931,A,ADM2
brighouse-city-centre-bc,Brighouse-City Centre,Brighouse-City Centre,BC,British Columbia,49.16667,-123.13333,62855,P,PPLX
downtown-vancouver-bc,Downtown Vancouver,Downtown Vancouver,BC,British Columbia,49.28277,-123.11935,62030,P,PPLX
peace-river-regional-district-bc,Peace River Regional District,Peace River Regional District,BC,British Columbia,56.6665,-122.75302,61532,A,ADM2
norfolk-county-on,Norfolk County,Norfolk County,ON,Ontario,42.8334,-80.38297,60847,P,PPL
north-delta-bc,North Delta,North Delta,BC,British Columbia,49.16667,-122.91667,60769,P,PPLX
regional-district-of-central-kootenay-bc,Regional District of Central Kootenay,Regional District of Central Kootenay,BC,British Columbia,49.91655,-117.50222,59517,A,ADM2
drummondville-qc,Drummondville,Drummondville,QC,Quebec,45.88336,-72.48241,59489,P,PPL
pierrefonds-qc,Pierrefonds,Pierrefonds,QC,Quebec,45.45989,-73.89284,59093,P,PPL
port-coquitlam-bc,Port Coquitlam,Port Coquitlam,BC,British Columbia,49.26637,-122.76932,58000,P,PPLA3
st-albert-ab,St. Albert,St. Albert,AB,Alberta,53.63344,-113.63533,57719,P,PPL
columbia-shuswap-regional-district-bc,Columbia-Shuswap Regional District,Columbia-Shuswap Regional District,BC,British Columbia,51.4166,-117.66895,57021,A,ADM2
aylmer-qc,Aylmer,Aylmer,QC,Quebec,45.4002,-75.80644,56542,P,PPL
saint-michel-qc,Saint-Michel,Saint-Michel,QC,Quebec,45.56758,-73.62168,56420,P,PPL
aurora-on,Aurora,Aurora,ON,Ontario,44.00011,-79.46632,55445,P,PPL
saint-jerome-qc,Saint-Jérôme,Saint-Jerome,QC,Quebec,45.78036,-74.00365,54948,P,PPL
jonquiere-qc,Jonquière,Jonquiere,QC,Quebec,48.41648,-71.24884,54842,P,PPLX
woburn-on,Woburn,Woburn,ON,Ontario,43.76657,-79.22773,53485,P,PPLX
metrotown-bc,Metrotown,Metrotown,BC,British Columbia,49.225,-123.0,52355,P,PPLX
welland-on,Welland,Welland,ON,Ontario,42.98342,-79.24958,52293,P,PPL
university-heights-sk,University Heights,University Heights,SK,Saskatchewan,52.14432,-106.57867,51957,P,PPLX
lower-sackville-ns,Lower Sackville,Lower Sackville,NS,Nova Scotia,44.77599,-63.67865,51749,P,PPL
renfrew-collingwood-bc,Renfrew-Collingwood,Renfrew-Collingwood,BC,British Columbia,49.245,-123.03758,51530,P,PPLX
lakewood-sk,Lakewood,Lakewood,SK,Saskatchewan,52.1085,-106.59027,51237,P,PPLX
belleville-on,Belleville,Belleville,ON,Ontario,44.16682,-77.38277,50716,P,PPL
squamish-lillooet-regional-district-bc,Squamish-Lillooet Regional District,Squamish-Lillooet Regional District,BC,British Columbia,50.4997,-123.00276,50496,A,ADM2
willowdale-east-on,Willowdale East,Willowdale East,ON,Ontario,43.7706,-79.40148,50434,P,PPLX
north-bay-on,North Bay,North Bay,ON,Ontario,46.3168,-79.46633,50396,P,PPL
saint-hyacinthe-qc,Saint-Hyacinthe,Saint-Hyacinthe,QC,Quebec,45.63076,-72.95699,50326,P,PPL
colchester-ns,Colchester,Colchester,NS,Nova Scotia,45.33345,-63.24868,50000,A,ADM2
whitchurch-stouffville-on,Whitchurch-Stouffville,Whitchurch-Stouffville,ON,Ontario,44.00012,-79.3163,49864,P,PPL
kensington-cedar-cottage-bc,Kensington-Cedar Cottage,Kensington-Cedar Cottage,BC,British Columbia,49.25,-123.06667,49235,P,PPLX
dollard-des-ormeaux-qc,Dollard-Des Ormeaux,Dollard-Des Ormeaux,QC,Quebec,45.49452,-73.82419,48930,P,PPL
brandon-mb,Brandon,Brandon,MB,Manitoba,49.84692,-99.95306,48859,P,PPL
cornwall-on,Cornwall,Cornwall,ON,Ontario,45.01809,-74.72815,48821,P,PPL
west-end-bc,West End,West End,BC,British Columbia,49.28333,-123.13333,47200,P,PPLX
langford-bc,Langford,Langford,BC,British Columbia,48.44963,-123.50261,46584,P,PPL
rouge-on,Rouge,Rouge,ON,Ontario,43.80406,-79.16571,46496,P,PPLX
blainville-qc,Blainville,Blainville,QC,Quebec,45.66678,-73.88249,46493,P,PPL
victoria-downtown-bc,Victoria-Downtown,Victoria-Downtown,BC,British Columbia,48.4277,-123.36104,46309,P,PPLX
west-vancouver-bc,West Vancouver,West Vancouver,BC,British Columbia,49.3286,-123.16019,45487,P,PPL
georgetown-on,Georgetown,Georgetown,ON,Ontario,43.65011,-79.91634,44058,P,PPL
l-amoreaux-on,L'Amoreaux,L'Amoreaux,ON,Ontario,43.79572,-79.31408,43993,P,PPLX
islington-city-centre-west-on,Islington-City Centre West,Islington-City Centre West,ON,Ontario,43.63347,-79.54332,43965,P,PPLX
malvern-on,Malvern,Malvern,ON,Ontario,43.80938,-79.22344,43794,P,PPLX
quinte-west-on,Quinte West,Quinte West,ON,Ontario,44.10742,-77.57035,43577,P,PPL
chatham-on,Chatham,Chatham,ON,Ontario,42.41224,-82.18494,43550,P,PPL
innisfil-on,Innisfil,Innisfil,ON,Ontario,44.30011,-79.64964,43326,P,PPL
kitsilano-bc,Kitsilano,Kitsilano,BC,British Columbia,49.26667,-123.16667,43045,P,PPLX
salaberry-de-valleyfield-qc,Salaberry-de-Valleyfield,Salaberry-de-Valleyfield,QC,Quebec,45.25008,-74.13253,42787,P,PPL
chateauguay-qc,Châteauguay,Chateauguay,QC,Quebec,45.38338,-73.74919,42786,P,PPL
rimouski-qc,Rimouski,Rimouski,QC,Quebec,48.44879,-68.52396,42240,P,PPL
saint-eustache-qc,Saint-Eustache,Saint-Eustache,QC,Quebec,45.565,-73.90554,42062,P,PPL
timmins-on,Timmins,Timmins,ON,Ontario,48.46686,-81.33312,41788,P,PPL
sorel-tracy-qc,Sorel-Tracy,Sorel-Tracy,QC,Quebec,46.04178,-73.11358,41629,P,PPL
mission-bc,Mission,Mission,BC,British Columbia,49.13298,-122.30258,41519,P,PPL
centre-city-ab,Centre City,Centre City,AB,Alberta,51.04512,-114.07431,41000,P,PPLX
strawberry-hill-bc,Strawberry Hill,Strawberry Hill,BC,British Columbia,49.13333,-122.88333,41000,P,PPL
val-des-arbres-qc,Val-des-Arbres,Val-des-Arbres,QC,Quebec,45.59837,-73.67542,40974,P,PPL
stittsville-on,Stittsville,Stittsville,ON,Ontario,45.2501,-75.91606,40889,P,PPL
ancaster-on,Ancaster,Ancaster,ON,Ontario,43.21806,-79.98716,40557,P,PPL
woodstock-on,Woodstock,Woodstock,ON,Ontario,43.13339,-80.7497,40404,P,PPLA2
vernon-bc,Vernon,Vernon,BC,British Columbia,50.26729,-119.27337,40116,P,PPL
bowmanville-on,Bowmanville,Bowmanville,ON,Ontario,43.91682,-78.68286,39371,P,PPL
boucherville-qc,Boucherville,Boucherville,QC,Quebec,45.59104,-73.43605,39062,P,PPL
spruce-grove-ab,Spruce Grove,Spruce Grove,AB,Alberta,53.53344,-113.91874,38985,P,PPL
st-thomas-on,St. Thomas,St. Thomas,ON,Ontario,42.77361,-81.18038,38909,P,PPL
charlottetown-pe,Charlottetown,Charlottetown,PE,Prince Edward Island,46.23459,-63.1256,38809,P,PPLA
okanagan-mission-bc,Okanagan Mission,Okanagan Mission,BC,British Columbia,49.81667,-119.48333,38374,P,PPLX
shawinigan-qc,Shawinigan,Shawinigan,QC,Quebec,46.56675,-72.74913,38211,P,PPLA3
neufchatel-est-lebourgneuf-qc,Neufchâtel-Est–Lebourgneuf,Neufchatel-Est-Lebourgneuf,QC,Quebec,46.85436,-71.34191,37540,P,PPL
duvernay-qc,Duvernay,Duvernay,QC,Quebec,45.58333,-73.66667,37460,P,PPLX
laval-des-rapides-qc,Laval-des-Rapides,Laval-des-Rapides,QC,Quebec,45.55642,-73.70007,36933,P,PPL
stouffville-on,Stouffville,Stouffville,ON,Ontario,43.96682,-79.2496,36753,P,PPL
dovercourt-wallace-emerson-junction-on,Dovercourt-Wallace Emerson-Junction,Dovercourt-Wallace Emerson-Junction,ON,Ontario,43.66568,-79.43854,36625,P,PPLX
sunset-bc,Sunset,Sunset,BC,British Columbia,49.22104,-123.09546,36500,P,PPLX
core-neighbourhoods-sk,Core Neighbourhoods,Core Neighbourhoods,SK,Saskatchewan,52.13041,-106.67231,36088,P,PPLX
leamington-on,Leamington,Leamington,ON,Ontario,42.05009,-82.59981,35730,P,PPL
rock-forest-qc,Rock Forest,Rock Forest,QC,Quebec,45.35699,-71.99676,35500,P,PPLX
prince-albert-sk,Prince Albert,Prince Albert,SK,Saskatchewan,53.20008,-105.76772,35102,P,PPL
downsview-roding-cfb-on,Downsview-Roding-CFB,Downsview-Roding-CFB,ON,Ontario,43.73329,-79.49049,35052,P,PPLX
parkwoods-donalda-on,Parkwoods-Donalda,Parkwoods-Donalda,ON,Ontario,43.75503,-79.33018,34805,P,PPLX
rutland-bc,Rutland,Rutland,BC,British Columbia,49.89977,-119.38567,34800,P,PPLX
joliette-qc,Joliette,Joliette,QC,Quebec,46.0164,-73.4236,34772,P,PPL
cartierville-qc,Cartierville,Cartierville,QC,Quebec,45.53118,-73.70358,34667,P,PPL
mascouche-qc,Mascouche,Mascouche,QC,Quebec,45.74965,-73.59956,34626,P,PPL
mirabel-qc,Mirabel,Mirabel,QC,Quebec,45.65008,-74.08251,34626,P,PPL
lawson-sk,Lawson,Lawson,SK,Saskatchewan,52.16432,-106.63884,34620,P,PPLX
hastings-sunrise-bc,Hastings-Sunrise,Hastings-Sunrise,BC,British Columbia,49.28333,-123.03333,34575,P,PPLX
victoriaville-qc,Victoriaville,Victoriaville,QC,Quebec,46.05007,-71.96579,34426,P,PPL
brant-on,Brant,Brant,ON,Ontario,43.1334,-80.34967,34415,P,PPL
mimico-on,Mimico,Mimico,ON,Ontario,43.61616,-79.51269,33964,P,PPLX
moose-jaw-sk,Moose Jaw,Moose Jaw,SK,Saskatchewan,50.40005,-105.53445,33890,P,PPL
parc-extension-qc,Parc-Extension,Parc-Extension,QC,Quebec,45.52951,-73.63176,33800,P,PPLX
penticton-bc,Penticton,Penticton,BC,British Columbia,49.48062,-119.58584,33761,P,PPL
